2025-06-10T02:17:09.960299,100,15,0,0.013
2025-06-10T02:17:24.947238,100,15,0,0.013
2025-06-10T02:17:39.950394,100,15,0,0.012
2025-06-10T02:17:54.944485,100,15,0,0.012
2025-06-10T02:18:09.941776,100,15,0,0.013
2025-06-10T02:18:24.941195,100,15,0,0.012
2025-06-10T02:18:39.946054,100,15,0,0.013
2025-06-10T02:18:54.944634,100,15,0,0.012
2025-06-10T02:19:11.940833,100,15,0,0.012
2025-06-10T02:19:24.955353,100,15,0,0.011
2025-06-10T02:19:39.946899,100,15,0,0.012
2025-06-10T02:19:54.981982,100,15,0,0.012
2025-06-10T02:20:09.947110,100,15,0,0.012
2025-06-10T02:20:24.949306,100,15,0,0.012
2025-06-10T02:20:39.946353,100,15,0,0.012
2025-06-10T02:20:54.947315,100,15,0,0.014
2025-06-10T02:21:09.946226,100,15,0,0.014
2025-06-10T02:21:24.945614,100,15,0,0.012
2025-06-10T02:22:25.080452,100,15,0,0.013
2025-06-10T02:22:25.083451,100,15,0,0.013
2025-06-10T02:22:39.963520,100,15,0,0.013
2025-06-10T02:22:39.963520,100,15,0,0.013
2025-06-10T02:22:54.949178,100,15,0,0.013
2025-06-10T02:22:54.952185,100,15,0,0.013
2025-06-10T02:23:09.959320,100,15,0,0.012
2025-06-10T02:23:09.961320,100,15,0,0.012
2025-06-10T02:23:24.950223,100,15,0,0.013
2025-06-10T02:23:39.954134,100,15,0,0.013
2025-06-10T02:23:39.954134,100,15,0,0.013
2025-06-10T02:23:55.024672,100,15,0,0.014
2025-06-10T02:24:09.953548,100,15,0,0.014
2025-06-10T02:24:24.950892,100,15,0,0.014
2025-06-10T02:24:24.951893,100,15,0,0.014
2025-06-10T02:24:39.959117,100,15,0,0.014
2025-06-10T02:24:39.959117,100,15,0,0.014
2025-06-10T02:24:39.960120,100,15,0,0.014
2025-06-10T02:24:39.967878,100,15,0,0.014
2025-06-10T02:24:54.959313,100,15,0,0.013
2025-06-10T02:24:54.961312,100,15,0,0.013
2025-06-10T02:24:54.965308,100,15,0,0.013
2025-06-10T02:24:54.966311,100,15,0,0.013
2025-06-10T02:25:09.959582,100,15,0,0.014
2025-06-10T02:25:09.960582,100,15,0,0.014
2025-06-10T02:25:09.960582,100,15,0,0.014
2025-06-10T02:25:09.960582,100,15,0,0.014
2025-06-10T02:25:24.954706,100,15,0,0.012
2025-06-10T02:25:24.954706,100,15,0,0.012
2025-06-10T02:25:24.959704,100,15,0,0.012
2025-06-10T02:25:24.959704,100,15,0,0.012
2025-06-10T02:25:39.955336,100,15,0,0.013
2025-06-10T02:25:39.960336,100,15,0,0.013
2025-06-10T02:25:39.960336,100,15,0,0.013
2025-06-10T02:25:39.960336,100,15,0,0.013
2025-06-10T02:25:54.956194,100,15,0,0.014
2025-06-10T02:25:54.957197,100,15,0,0.014
2025-06-10T02:25:54.958197,100,15,0,0.014
2025-06-10T02:25:54.958197,100,15,0,0.014
2025-06-10T02:26:09.965243,100,15,0,0.012
2025-06-10T02:26:09.967250,100,15,0,0.012
2025-06-10T02:26:09.968246,100,15,0,0.012
2025-06-10T02:26:09.968246,100,15,0,0.012
2025-06-10T02:26:25.018734,100,15,0,0.014
2025-06-10T02:26:25.021734,100,15,0,0.014
2025-06-10T02:26:25.021734,100,15,0,0.014
2025-06-10T02:26:40.064624,100,15,0,0.013
2025-06-10T02:26:40.173122,100,15,0,0.013
2025-06-10T02:26:41.070555,100,15,0,0.013
2025-06-10T02:26:55.070033,100,15,0,0.013
2025-06-10T02:26:55.070033,100,15,0,0.013
2025-06-10T02:26:56.295042,100,15,0,0.013
2025-06-10T02:26:56.296042,100,15,0,0.013
2025-06-10T02:27:09.958919,100,15,0,0.012
2025-06-10T02:27:09.958919,100,15,0,0.012
2025-06-10T02:27:10.447361,100,15,0,0.012
2025-06-10T02:27:10.449363,100,15,0,0.012
2025-06-10T02:27:25.098594,100,15,0,0.014
2025-06-10T02:27:26.205023,100,15,0,0.014
2025-06-10T02:27:27.989951,100,15,0,0.014
2025-06-10T02:27:39.958219,100,15,0,0.013
2025-06-10T02:27:39.959225,100,15,0,0.013
2025-06-10T02:27:39.959225,100,15,0,0.013
2025-06-10T02:27:39.960223,100,15,0,0.013
2025-06-10T02:27:55.072202,100,15,0,0.013
2025-06-10T02:27:56.957092,100,15,0,0.013
2025-06-10T02:27:56.958091,100,15,0,0.013
2025-06-10T02:27:56.988958,100,15,0,0.013
2025-06-10T02:28:09.966147,100,15,0,0.013
2025-06-10T02:28:09.967148,100,15,0,0.013
